X,Y,Group,Xmin,Xmax,Ymin,Ymax
376.76656517326484,3951.3841124772966,1,330,430,3900,4000
348.25637286614347,3999.4148810088877,1,330,430,3900,4000
335.4345343400861,3960.9486217620265,1,330,430,3900,4000
337.80182997083557,3993.794099678533,1,330,430,3900,4000
358.42583843865515,3998.053085999109,1,330,430,3900,4000
342.5079459829327,3997.400645908224,1,330,430,3900,4000
349.3911815946841,3993.0112122630353,1,330,430,3900,4000
331.62894119757016,3993.3143490014,1,330,430,3900,4000
356.1977086039861,3990.105805275445,1,330,430,3900,4000
339.2343368946309,3988.3892494377615,1,330,430,3900,4000
347.67971095486604,3988.4320590919237,1,330,430,3900,4000
394.6616603219925,3984.1159156844665,1,330,430,3900,4000
404.36408729815577,3985.0692427195504,1,330,430,3900,4000
384.37595944546496,3977.4173538652212,1,330,430,3900,4000
391.6427082411237,3978.1976973797837,1,330,430,3900,4000
410.9982333625901,3985.5653990301735,1,330,430,3900,4000
393.94859592116904,3971.9930657148698,1,330,430,3900,4000
386.685669081176,3969.9585048050203,1,330,430,3900,4000
397.7217864329298,3979.6789985375212,1,330,430,3900,4000
414.17404006689463,3992.6624678677626,1,330,430,3900,4000
330.10323292330315,3985.7595071084424,1,330,430,3900,4000
334.4917815280556,3981.8907632945215,1,330,430,3900,4000
348.5811837048761,3983.340197922936,1,330,430,3900,4000
330.7643481966157,3968.6639846635003,1,330,430,3900,4000
342.31986813141464,3967.2359801630273,1,330,430,3900,4000
340.4225116367051,3979.887670723558,1,330,430,3900,4000
336.25000860879504,3966.538026916997,1,330,430,3900,4000
346.90964385458756,3967.147384227929,1,330,430,3900,4000
347.504114766543,3976.5950168287545,1,330,430,3900,4000
336.7867387973641,3973.322356316104,1,330,430,3900,4000
345.5843418480866,3936.8818828839153,1,330,430,3900,4000
330.3262363997353,3946.2522739348924,1,330,430,3900,4000
347.5802295532561,3953.261480689503,1,330,430,3900,4000
345.0497317776549,3930.7601509858855,1,330,430,3900,4000
335.4497831883532,3938.932436858246,1,330,430,3900,4000
342.1660549499695,3957.864148568996,1,330,430,3900,4000
336.89067144242676,3950.0289703374683,1,330,430,3900,4000
330.5574562607574,3955.3347324519195,1,330,430,3900,4000
350.7912799867776,3943.1870219663433,1,330,430,3900,4000
342.1009193126296,3944.9570241048477,1,330,430,3900,4000
336.12931552762996,3924.534755410247,1,330,430,3900,4000
336.98127764512594,3930.587967514595,1,330,430,3900,4000
362.6098094963429,3965.1643249911704,1,330,430,3900,4000
369.0400251499256,3959.0342051807374,1,330,430,3900,4000
363.9516355004554,3970.1143971901674,1,330,430,3900,4000
378.8351794943201,3971.9969303153357,1,330,430,3900,4000
370.9038641619741,3966.0416150357887,1,330,430,3900,4000
376.5168489236968,3959.5361302509577,1,330,430,3900,4000
353.6007264374375,3955.299912787274,1,330,430,3900,4000
355.91923272271185,3961.553139819672,1,330,430,3900,4000
356.3740823672789,3949.5916860135626,1,330,430,3900,4000
371.86211745687416,3972.1453524348735,1,330,430,3900,4000
361.6265718696291,3957.4460613253195,1,330,430,3900,4000
379.5258051279071,3965.0192867044316,1,330,430,3900,4000
395.8120505357012,4089.010342378329,2,300,400,4000,4100
395.8577340856581,4095.79056930809,2,300,400,4000,4100
397.10183740809094,4036.416525467454,2,300,400,4000,4100
393.66726845304055,4058.368833077504,2,300,400,4000,4100
398.05185119360334,4028.0811590349394,2,300,400,4000,4100
395.9810905025301,4049.987125173666,2,300,400,4000,4100
390.52900001531873,4020.961825223045,2,300,400,4000,4100
390.5793354566125,4039.785516331941,2,300,400,4000,4100
391.0351503430059,4031.4306286904052,2,300,400,4000,4100
384.9021205608216,4030.797001418226,2,300,400,4000,4100
375.3875458024104,4061.9621652405435,2,300,400,4000,4100
386.15580862374213,4070.595497659771,2,300,400,4000,4100
397.0189037494656,4070.1651848233396,2,300,400,4000,4100
399.0680680726644,4076.5487751798205,2,300,400,4000,4100
392.1411791700074,4065.7367457655764,2,300,400,4000,4100
367.8988429264759,4061.49522970496,2,300,400,4000,4100
381.3755659727563,4072.5311615403307,2,300,400,4000,4100
383.45897851598545,4063.9494375864747,2,300,400,4000,4100
372.8094617454411,4068.315447653606,2,300,400,4000,4100
391.16941656197974,4082.7155828777845,2,300,400,4000,4100
390.7467415423011,4076.4107785715405,2,300,400,4000,4100
364.1180657783262,4063.50596248131,2,300,400,4000,4100
358.79608480029066,4056.5055744141264,2,300,400,4000,4100
358.74114443950054,4041.446147558735,2,300,400,4000,4100
382.9057633079368,4045.3712066320486,2,300,400,4000,4100
364.9791575873447,4047.8440097361354,2,300,400,4000,4100
381.2613689987673,4037.9593130131398,2,300,400,4000,4100
351.4692786081801,4043.9495079600315,2,300,400,4000,4100
384.41553855672106,4050.4951714970503,2,300,400,4000,4100
375.1985227174406,4055.086083066912,2,300,400,4000,4100
374.2992952767487,4041.684974869687,2,300,400,4000,4100
372.027498663398,4048.2940648090876,2,300,400,4000,4100
361.2427393664358,4030.219405096997,2,300,400,4000,4100
384.04140318339853,4056.9762443678096,2,300,400,4000,4100
358.39300444285516,4036.797534819543,2,300,400,4000,4100
368.08404073835607,4054.853867403774,2,300,400,4000,4100
372.53440972935954,4032.5448813704684,2,300,400,4000,4100
359.22907946073514,4048.153923768194,2,300,400,4000,4100
352.77033204243475,4031.712494450774,2,300,400,4000,4100
367.1980940941007,4040.1402987056026,2,300,400,4000,4100
365.0728204457486,4021.9118796642233,2,300,400,4000,4100
383.08800528068986,4011.893431344177,2,300,400,4000,4100
365.1782417770196,4005.477934769457,2,300,400,4000,4100
380.2296686904929,4024.24394927527,2,300,400,4000,4100
376.99530447856995,4002.178522252345,2,300,400,4000,4100
356.9850410158358,4023.125627531803,2,300,400,4000,4100
372.48003404844536,4025.205912698151,2,300,400,4000,4100
381.5395477954782,4016.3791188834134,2,300,400,4000,4100
379.995146667883,4008.367543175021,2,300,400,4000,4100
375.1086149922223,4019.696474555074,2,300,400,4000,4100
376.2535260528845,4011.9673278046153,2,300,400,4000,4100
368.46119303240744,4014.056022616801,2,300,400,4000,4100
370.41086976959093,4007.586279384772,2,300,400,4000,4100
390.37174157674485,4004.9634546673315,2,300,400,4000,4100
390.402525465174,4012.9408450344154,2,300,400,4000,4100
396.21227623740737,4010.0528525658187,2,300,400,4000,4100
371.22683138158226,4076.837718903477,2,300,400,4000,4100
384.4751924921378,4086.1775331994068,2,300,400,4000,4100
379.47230570959,4077.6546921168947,2,300,400,4000,4100
364.3899615094162,4073.651250504947,2,300,400,4000,4100
376.3995162818249,4083.4172570785554,2,300,400,4000,4100
363.85681491332883,4080.3210388538364,2,300,400,4000,4100
364.95707221526953,4085.1570674455493,2,300,400,4000,4100
353.94277698192866,4079.41718715596,2,300,400,4000,4100
355.82625106623965,4073.621083200923,2,300,400,4000,4100
305.5178669033024,4095.2169588470006,2,300,400,4000,4100
300.10859600192214,4093.1584270667395,2,300,400,4000,4100
346.9167875248948,4085.551472961897,2,300,400,4000,4100
353.6415741109301,4095.5558631232525,2,300,400,4000,4100
355.7860089883169,4088.9839280674437,2,300,400,4000,4100
362.7773750348041,4093.914394971429,2,300,400,4000,4100
345.96071277897465,4093.1087445283138,2,300,400,4000,4100
365.5612406644367,4089.599851658086,2,300,400,4000,4100
329.4150753141145,4095.4849497095124,2,300,400,4000,4100
315.9279577587658,4094.472577248887,2,300,400,4000,4100
323.3714928298874,4097.063030733166,2,300,400,4000,4100
339.9508903283676,4091.1042807509407,2,300,400,4000,4100
334.8071363326466,4092.8728287075023,2,300,400,4000,4100
379.4518628487975,4092.179511458798,2,300,400,4000,4100
372.5270445463497,4095.6830148002177,2,300,400,4000,4100
385.0449371029622,4097.012644660935,2,300,400,4000,4100
391.613683376307,4096.526191492937,2,300,400,4000,4100
357.47285650587685,4011.5554818459686,2,300,400,4000,4100
339.59152504061836,4019.7787540588,2,300,400,4000,4100
334.0039463425403,4019.4431269850334,2,300,400,4000,4100
346.1385608234258,4025.212513729599,2,300,400,4000,4100
339.2138971100622,4032.845913817433,2,300,400,4000,4100
348.2211851528823,4020.4551011045023,2,300,400,4000,4100
336.0583134587776,4012.140136807348,2,300,400,4000,4100
341.8432640784256,4010.2044439152655,2,300,400,4000,4100
350.9221036178026,4003.6516042166504,2,300,400,4000,4100
330.08531490834207,4024.0529938098716,2,300,400,4000,4100
328.45670889735794,4036.523861376585,2,300,400,4000,4100
359.557023571923,4006.3161324480957,2,300,400,4000,4100
349.24171738436655,4009.9824251572745,2,300,400,4000,4100
340.3167494220105,4027.721087737896,2,300,400,4000,4100
323.083223554567,4030.4427957805638,2,300,400,4000,4100
329.6445076740913,4015.5728678895116,2,300,400,4000,4100
331.22156837241613,4031.484112156478,2,300,400,4000,4100
346.30946100382806,4033.605998005404,2,300,400,4000,4100
353.28654185441854,4016.538401197746,2,300,400,4000,4100
333.25977051286293,4048.954228127601,2,300,400,4000,4100
313.2728069578039,4038.274826343176,2,300,400,4000,4100
327.38925247615055,4042.9946818022713,2,300,400,4000,4100
320.18072093813004,4043.3073998852656,2,300,400,4000,4100
325.2210018290301,4048.8932466412884,2,300,400,4000,4100
310.58215490333504,4032.1290571807685,2,300,400,4000,4100
321.17343688558714,4037.703888757463,2,300,400,4000,4100
303.3632300924354,4037.2442602378983,2,300,400,4000,4100
304.0032119336358,4030.4537664762547,2,300,400,4000,4100
322.85458614419514,4057.934396932644,2,300,400,4000,4100
314.22963266024124,4065.4787992116608,2,300,400,4000,4100
312.7465279989492,4060.2377656931703,2,300,400,4000,4100
323.3698258524509,4080.4135120656547,2,300,400,4000,4100
323.942145438342,4088.715453240424,2,300,400,4000,4100
331.0135601144355,4059.4217583108966,2,300,400,4000,4100
326.78161181507005,4071.402919958227,2,300,400,4000,4100
324.1157424212259,4065.953183834128,2,300,400,4000,4100
318.3178437619398,4072.9777425422167,2,300,400,4000,4100
337.13348917149426,4054.661503319447,2,300,400,4000,4100
305.3531414753897,4064.7369628677507,2,300,400,4000,4100
304.22050084730347,4069.3765898916454,2,300,400,4000,4100
319.22735699683665,4051.6828640676285,2,300,400,4000,4100
304.24673851781864,4049.1332973042627,2,300,400,4000,4100
313.4408067313146,4054.082320202151,2,300,400,4000,4100
304.2816206227322,4056.511411269749,2,300,400,4000,4100
312.05149466538063,4048.086407254847,2,300,400,4000,4100
309.24985911694006,4043.7042265891487,2,300,400,4000,4100
335.76127250721254,4066.612435827901,2,300,400,4000,4100
331.20083784248527,4084.0257052283678,2,300,400,4000,4100
345.00942744756793,4065.245856745446,2,300,400,4000,4100
345.57095847040335,4071.6939263655154,2,300,400,4000,4100
339.1142670305649,4061.7836383653685,2,300,400,4000,4100
344.9899936953891,4078.313875532061,2,300,400,4000,4100
335.7627981943102,4074.4597201895945,2,300,400,4000,4100
346.0189760540604,4055.0267193383647,2,300,400,4000,4100
335.56590499700854,4042.106615827285,2,300,400,4000,4100
346.06589886159776,4045.3882843908686,2,300,400,4000,4100
351.20217721987416,4064.2269193029156,2,300,400,4000,4100
352.8097943914713,4056.985162306287,2,300,400,4000,4100
340.5439161391504,4049.2198158537176,2,300,400,4000,4100
340.84465681576484,4038.856555892082,2,300,400,4000,4100
357.5542292793535,4066.3471651091168,2,300,400,4000,4100
300.8534982829744,4014.7556199021296,2,300,400,4000,4100
308.29333049993033,4009.900857354532,2,300,400,4000,4100
321.36214476456183,4004.4549622177715,2,300,400,4000,4100
311.31818473990825,4005.086265742347,2,300,400,4000,4100
303.142146029367,4007.7243050536135,2,300,400,4000,4100
327.2120450686825,4008.287745304981,2,300,400,4000,4100
324.9267269290747,4013.702784989042,2,300,400,4000,4100
317.8401621761573,4021.8487371026454,2,300,400,4000,4100
319.1730948302409,4027.4678116387026,2,300,400,4000,4100
302.35084868245957,4002.7564191970964,2,300,400,4000,4100
315.2491014148866,4030.96877667976,2,300,400,4000,4100
312.9010061496464,4011.4264431945985,2,300,400,4000,4100
307.08024849415443,4017.2444107037754,2,300,400,4000,4100
322.2579459000009,4020.7346485794847,2,300,400,4000,4100
311.39691621211426,4019.834226026243,2,300,400,4000,4100
318.89767169828804,4011.7851095874425,2,300,400,4000,4100
311.18191014500775,4025.429844017729,2,300,400,4000,4100
315.5936605124461,4001.200523106167,2,300,400,4000,4100
