x,y
536.526580542393,185.998381940993
533.517781113912,185.684825460196
535.9241545375379,185.526400018836
534.311346913756,185.328692980489
534.970963423025,184.979689780823
536.849500866967,184.99444083044398
535.5317057397571,184.909825030522
534.145445769288,184.61607084280402
533.486135807118,184.47859387114698
535.740535370308,184.230240339145
534.9163012582601,183.98477044462498
534.12354853218,183.64363399577198
533.303533478593,183.647637369996
532.576776502779,183.227221495489
533.180882373164,182.69659037209402
522.362445938811,181.81858656593
522.580954482223,180.71977141121198
522.111088603097,180.47417836817
523.324627530582,180.258097212855
522.918814107976,179.823921613071
522.253536952603,179.76721964988602
523.603299984031,179.581116697927
521.84943815013,179.373848816655
522.925091733935,179.203182877984
523.752351522857,179.115810108216
522.3332377176699,178.710130487409
524.294229575981,178.68556066066998
523.209744116986,178.531339244698
524.232935683448,178.108516683777
524.815905062292,178.017129633927
523.987273744561,177.749781191293
525.193406460959,177.561050591481
523.603149696581,177.31260033763903
524.4236624811759,177.26739607470898
525.588095916425,176.898899840785
524.89259107703,176.79529820709
524.204844268207,176.839418204574
526.114476905625,176.454711506827
524.4847403277009,176.10469087826002
525.519403184196,176.00108311115798
531.0063303130789,189.967163239334
527.90443229457,189.96063505235898
533.162518365797,189.76485691079702
532.099145534731,189.671887646139
530.4335667953729,189.35076711545398
528.886604704289,189.166166743378
529.682235907585,189.151441086114
531.40754810247,189.134778941505
533.192143903487,189.162666271923
533.95409161266,189.116250251152
532.714152576421,188.82726968025898
532.1138607563939,188.693889300066
530.779854612905,188.605157506284
533.970652785447,188.44917569922902
527.845067985526,188.262851532744
531.6565712336981,187.882847450026
532.825986647181,188.208076408942
529.472426409489,188.228173418027
530.449063869186,188.12490626197598
528.824026182707,187.669789085502
531.1727798380631,187.645254279885
521.534505627258,178.509633429629
520.9047544151709,177.273001057788
530.218394166024,187.433426337592
529.622470500674,187.203089768042
530.560579853544,186.92193366542602
529.276731138281,186.62000494643198
531.0108724953641,186.444483141246
531.655157862058,186.23402057701801
530.590134578684,186.13328083915
529.696569140492,186.03973558260702
532.08509917326,185.65868897115402
529.99012690028,185.508937579052
530.893101780226,185.447474692201
532.879522644579,185.215094085423
531.493392974031,185.063471322283
532.6410306882981,184.693815934078
530.448628146667,184.601760092154
531.9981338073741,184.443422369888
531.156141135691,184.114628556183
532.308301350935,183.834664343027
530.697258763514,183.607739120033
531.6673697189659,183.44700056155298
530.95361052412,183.055090945636
531.606973258174,182.38168522466
532.4607932829359,182.360661789202
523.9897352549859,182.18724321843402
523.620902990482,181.91968517988502
523.659158735588,181.379621167095
524.598799862307,181.343792960482
523.9978257383581,180.75756437831
525.0581885332481,180.70824268506902
524.368262860678,180.53247138634399
525.459199149888,180.069055595434
524.5114806365909,179.63606047778998
526.050432888997,179.353511618414
525.2308465820611,179.214217321511
527.640122082808,179.109918194503
525.7813436724811,178.843091306251
527.202178379428,178.741997101968
525.090595208831,178.662255387291
526.4921372248999,178.689816483717
525.693788640774,178.18394629853
527.833228830486,178.091183099828
526.959993528535,177.99047698184498
526.190058877329,177.884453671526
526.382101796448,177.326767000444
520.91538907325,170.59680802013202
531.171441987986,178.755418531406
530.945732027198,178.266393029583
530.409586345098,177.530696625328
531.3599288811511,177.378952212764
530.2851823015981,176.95849049487398
531.167254065478,176.790887719391
529.9501679838,176.4338295859
531.7634640656601,176.280587470822
530.523944146854,176.036852769993
531.214113578676,175.868511528562
529.697122769557,175.892459570351
528.975790579045,175.62270428811
532.286543463662,175.556268641653
530.335494335257,175.26538442833098
531.000819248267,175.093571252034
529.720027325506,175.05334285454802
531.649964037308,174.5682512626
529.2414386410411,174.63157350833498
530.850173124638,174.28498648269598
530.4223556025939,173.98808809239497
530.04554245566,173.72470020362798
529.42397868804,173.56906789822
531.144643940315,173.45838526565598
532.107103626305,173.25235669736702
530.3177256621591,172.827695010231
531.2117531949131,172.48412584851002
532.164723382381,172.235302852589
530.009854286845,172.255724853444
531.2282599797741,171.56963727917602
532.214297932322,171.40470620089602
530.0566521633671,171.352185412388
533.018230668452,171.198996522172
530.4112255858649,170.56904728224998
529.58073620963,170.092854541777
536.18260753085,178.517200092878
536.703408330844,177.940514765669
535.705675746719,177.55224446626298
536.747231092431,176.556228456452
535.740057363224,176.545618163084
538.620022026685,176.12346085265102
537.093824682157,176.047894289638
539.470443435548,176.060289529237
536.121032298638,175.638933099718
537.5303077091729,175.557608579237
538.203033615179,175.22677164644702
539.311785232917,174.87232069268597
537.092544214959,174.929293611767
536.613389216845,174.49945724193998
539.746685003166,174.24508501615898
538.78178027719,174.13035429843703
538.2101778959629,173.82586996488598
536.21242717631,173.758209464875
537.350007981654,173.697943590633
535.195896074948,173.523005304739
538.963691822889,173.24964354108502
536.179252453863,172.98277621739098
538.1463370633851,172.85979461067302
539.712554984305,172.626561079207
535.906369359266,172.35880243046702
534.877111548446,172.447158542954
537.095534191119,172.393969135121
538.634488225218,172.14057173837298
534.751517847119,171.754764077976
537.6318931787571,171.18857995005
535.7440420008569,171.450832757208
525.3946475371699,172.039651186851
523.069436952935,171.41889057494902
525.33340344548,171.054062808814
524.245590591443,170.693594076745
526.801624669526,170.502569127738
526.0493909933961,170.52296440651202
528.554644053035,170.25744581826902
527.465060120818,170.088905825185
539.710409644655,185.29422730362
539.682214706077,184.714704405942
538.9830170272451,184.53004836743798
538.23206647498,184.174386756989
539.355846725963,183.611637948728
539.363087137186,182.650814643152
539.960019905187,182.131944420649
539.612493793762,181.343790172076
522.498997526727,177.097405084987
521.6508709482559,175.893902686258
520.494018625502,175.33424886163002
535.9533036858539,180.091585543394
532.166446885081,180.073992834312
533.45515071916,179.8164567492
534.1494284873979,179.37514902167402
532.997774094161,179.40533162901502
535.3094393117179,179.331357920394
536.247315623146,179.394728422551
532.314515877284,179.190452845863
534.425246969754,178.622872713471
535.059244960209,178.63982373399898
532.5472243350271,178.58294238403
533.7858024688919,178.542455378452
531.832713339933,178.23786108075
533.47027363419,178.09432215374002
532.818244934851,178.06653396507699
532.326121782608,177.680601152139
534.549000147666,177.638738198534
533.5735896069159,177.226647811499
532.971214946907,177.071091522357
532.270751095074,176.953483016408
534.321849530893,176.843522919878
534.994402836912,176.761034158776
533.207337270055,176.20764992671698
534.025638362814,176.10857798577
534.945974609669,175.819410433794
533.033195404733,175.379349529816
534.3199189732669,175.06929146975102
535.501850237796,174.841248535283
533.643197135787,174.62116120235598
532.970397725673,173.96016227075
534.404656024134,173.92134633554699
533.648632898242,172.352918371822
536.8013691283819,184.03565794993398
535.0703091736051,183.239344884047
536.1187073973099,183.271178219001
537.2173419128869,183.274190314981
534.533256115174,183.043111120536
533.88303840553,182.816550378318
535.460646057233,182.77141477
537.883205787322,182.558795494995
534.0362502729041,182.398311834671
535.925686928877,182.504760816577
535.1754168917649,182.440717126608
537.319161503582,182.23823479430598
534.759835994964,182.194346094337
536.763979801835,181.98090998164
533.8948960216641,181.77285281752899
535.525694908627,181.628336875065
534.9860997603031,181.619156101898
538.280968979446,181.60194930141802
536.109367719964,181.579656047111
537.948514864236,181.268784473577
534.262628336695,181.246619121908
535.176957660901,181.09104958945
536.692939034702,181.036263662
537.4225210110379,181.016599145254
535.547751468082,180.88692126254801
534.4739535200699,180.589019135118
534.3554868517031,180.403078627252
538.391895141861,180.30851424166602
538.311218620764,178.812765006421
537.583048550394,178.666899705508
536.715464055717,189.82017909044
538.315093165475,189.619372355856
535.58260450778,189.603647942949
538.766136039609,189.298641992304
537.425585461847,188.906325512101
536.625140677507,188.86020546061002
535.684763118515,188.174577188455
538.6114933147929,188.187948979105
537.7609020749,188.009474181094
539.2798339928061,188.160452445617
536.276093442004,187.235515012758
538.090934191839,187.167459009007
539.536602825447,187.15198965643202
538.476829900913,186.696986706485
537.640720142591,186.31657280900998
538.885502986823,186.164503295206
539.59174945241,186.02328466663502
527.79289409299,177.063126836278
529.0804381905,177.04749634202298
527.710757749129,176.52503961604302
526.8338233660401,176.245824036144
528.3193009441251,175.94034719415203
523.375756540275,175.759336093663
526.737095801293,175.665255690765
527.533098367088,175.73154827026602
528.164535855931,175.09953253752
524.944950467322,175.115767765895
523.029612878526,175.04423273619
526.609360576367,175.101650610174
521.67000300822,174.688279357173
524.049379124644,174.493526528613
527.3502540943431,174.220356989178
522.902893676899,174.11675623414902
528.144741437659,174.25258985300798
525.609635319729,174.18336910447002
526.378463654392,174.162409556397
524.781266584914,173.898625879397
528.435832951903,173.769791702035
524.094783983921,173.680893662496
522.542146642906,172.939342039085
526.455204490563,173.291803776533
529.060498331416,172.610930326528
527.457228431647,172.93663263668
524.165461930413,172.882855459087
528.085884451849,172.617668151471
528.5338137756461,172.414384700842
526.318848487671,172.314963075534
527.871898437546,171.979282597151
527.530111324599,171.79615908359398
526.821948933201,171.480026650108
527.7268086925819,171.092794998648
528.788919570517,171.218931438782
529.2590496214119,170.993279156034
527.372342390544,183.386527711963
526.065028511094,183.24557411919
526.7988376064491,182.76162786119502
524.3077234424039,182.648273538489
524.873304464633,182.525279640852
525.5511606465709,182.46427868178802
526.150113295019,182.25196997364299
527.88315664819,182.54645577969
526.9639443630671,182.062900938014
525.4559716126171,181.816790678097
528.36614304946,181.393658723395
527.625532344508,181.52474991624402
529.180603119773,181.227810856703
525.4529662877841,181.365856502129
527.0272103681621,181.253570370588
526.394606222356,181.127668863115
525.856224915771,180.960183686667
529.63066865081,180.417984158432
527.332931022773,179.978296912969
529.5909865132729,179.421287786544
529.852578838493,178.67175296473
529.122791002527,178.488189846155
528.65835663193,178.493243495053
529.5073283086649,178.129811102534
539.8910399436851,171.785466420232
538.860536245882,171.12351901363
520.491527199548,179.151176016713
520.000053636426,178.611130537376
536.776681388257,177.336517377644
531.004437600719,179.73408770583
531.662366506686,179.381973344121
537.408969566743,179.37144835182
537.419614025121,180.220296678258
535.154116260881,186.787789017646
534.581891845976,187.044311892576
537.700196518314,177.616262890038
539.747826362629,179.078897625356
539.7753952206999,178.277541238828
538.6212812422219,177.152207207079
