X,Y,Class,NEA
207071.853530099,-137992.519811256,"6",
209619.200295196,-154277.343773842,"6",
188785.542823508,-170289.237725881,"6",
161765.471779441,-86226.7944776734,"7",
173137.555552197,-73490.0606521873,"7",
179323.969124576,-77584.0108103793,"7",
175320.995636566,-81496.0076282071,"7",
175230.018966384,-88046.3278813143,"7",
172773.648871468,-92322.2313798703,"7",
183054.012602039,-66211.9270376239,"7",
186238.196058411,-72489.3172801849,"7",
193243.399662428,-67121.6937394443,"7",
202613.996691179,-67667.5537605366,"7",
212439.477070839,-62663.8369005242,"7",
215896.590537757,-57114.2600194196,"7",
233000.204531981,-53293.2398717738,"7",
238185.874732358,-58296.9567317861,"7",
220627.377387223,-61754.0701987038,"7",
226176.954268328,-65666.0670165316,"7",
236093.411318171,-66211.9270376239,"7",
230634.811107248,-74035.9206732796,"7",
218443.937302854,-76583.2674383768,"7",
213076.313762114,-72307.3639398208,"7",
209801.15363556,-68122.4371114468,"7",
205252.320126458,-71397.5972380004,"7",
198883.953213715,-72853.223960913,"7",
198974.929883897,-79130.614203474,"7",
204251.576754455,-79130.614203474,"7",
208345.526912647,-81314.0542878431,"7",
199429.813234807,-85771.9111267632,"7",
205889.156817732,-86863.6311689477,"7",
188239.682802416,-76765.2207787409,"7",
190332.146216603,-88319.2578918604,"7",
190878.006237695,-95142.5081555136,"7",
165313.561916541,-89774.8846147731,"7",
196063.676438072,-94050.7881133291,"7",
196154.653108254,-106787.521938815,"7",
201613.253319176,-96598.1348784263,"7",
210619.943667198,-96689.1115486083,"7",
209619.200295196,-105331.895215902,"7",
218080.030622126,-112791.98217083,"7",
223538.630833049,-86408.7478180375,"7",
231544.577809068,-82041.8676492994,"7",
225995.000927964,-92322.2313798703,"7",
236639.271339263,-87227.5378496759,"7",
242188.848220367,-82678.7043405737,"7",
249739.911845477,-85408.004446035,"7",
248375.261792746,-91139.5346675037,"7",
243371.544932734,-96507.1582082443,"7",
236275.364658535,-93322.9747518728,"7",
225813.0475876,-115248.352265745,"7",
227359.650980694,-106423.615258087,"7",
232909.227861799,-102966.501791169,"7",
240187.361476363,-104877.011864992,"7",
247465.495090926,-105513.848556267,"7",
245282.055006557,-111973.192139192,"7",
241279.081518547,-118068.629041389,"7",
233182.157872345,-117340.815679932,"7",
193607.306343156,-127166.296059593,"7",
195244.886406433,-118796.442402845,"7",
202068.136670086,-115339.328935927,"7",
207344.783540645,-122344.532539944,"7",
216715.380569395,-122253.555869762,"7",
210347.013656652,-129895.596165054,"7",
201704.229989358,-133443.686302154,"7",
188967.496163872,-132170.012919605,"7",
184327.685984588,-141995.493299266,"7",
192151.679620244,-147272.140169824,"7",
197428.326490802,-145088.700085455,"7",
202068.136670086,-152093.903689473,"7",
204615.483435184,-161555.477388405,"7",
202704.973361361,-170380.214396063,"7",
198701.999873351,-178022.254691355,"7",
179323.969124576,-175747.837936804,"7",
174502.205604927,-169561.424364425,"7",
169134.582064187,-166286.264237871,"7",
177777.365731481,-164466.730834231,"7",
184509.639324952,-164648.684174595,"7",
190150.192876239,-162556.220760408,"7",
189513.356184964,-155551.01715639,"7",
182599.129251129,-148545.813552373,"7",
172773.648871468,-151366.090328016,"7",
172773.648871468,-156915.667209121,"7",
164312.818544538,-150820.230306924,"7",
163857.935193628,-157279.573889849,"7",
159400.078354708,-161919.384069133,"7",
153759.524803421,-155551.01715639,"7",
155124.174856152,-147908.976861099,"7",
148846.784613591,-151093.16031747,"7",
142205.487690302,-142086.469969448,"7",
135109.307416103,-149455.580254193,"7",
139567.164255023,-159099.10729349,"7",
144570.881115035,-157006.643879303,"7",
148755.807943409,-164193.800823684,"7",
153122.688112147,-168560.680992422,"7",
161856.448449623,-171017.051087338,"7",
163312.075172536,-176930.53464917,"7",
168497.745372912,-184845.504955008,"7",
158490.311652888,-182753.041540821,"7",
149301.667964501,-179113.97473354,"7",
144297.951104489,-174201.234543709,"7",
39117.5482902741,-179762.183508587,"1",
151178.061787006,-104558.593519355,"2",
57130.9289863186,-123982.112603221,"3",
106440.284224986,-174906.30373762,"3",
71186.8245294443,-194966.65951276,"3",
137781.7471027,-123936.62426813,"4",
110966.373566543,-104308.407676355,"4",
122156.503998934,-149432.836086648,"4",
136348.864547333,-176361.930460533,"4",
85401.9292453885,-131601.408730967,"4",
77941.842290461,-158166.596424124,"4",
127524.127539675,-201062.096414957,"4",
93999.2245775916,-213025.528543896,"4",
58859.4857197774,-213753.341905353,"4",
183383.803031449,-113360.586359468,"5",
176037.436914249,-131646.897066059,"5",
154566.942751287,-133466.430469699,"5",
115992.8345941,-118455.279889662,"5",
90200.9485974912,-115316.584768382,"5",
61224.8791445105,-140380.657403535,"5",
97797.5005576918,-148386.604379555,"5",
58495.5790390492,-168856.355170514,"5",
72960.8695979941,-177863.045518537,"5",
110625.21105336,-163306.77828941,"5",
91156.2036344027,-182502.855697821,"5",
123452.921549028,-176134.488785078,"5",
105712.47086353,-185778.015824374,"5",
103347.077438797,-203882.373190601,"5",
117357.484646831,-208977.066720795,"5",
43211.498448466,-216346.177005541,"5",
176128.413584431,-110540.309583825,"6",
177493.063637162,-141108.470764991,"6",
165757.073183678,-144292.654221363,"6",
88972.7635500337,-144201.677551181,"6",
90155.4602624003,-168401.471819604,"6",
142194.115606529,-184959.225792736,"6",
96432.8505049612,-192237.359407299,"6",
141102.395564344,-197877.912958586,"6",
87972.0201780312,-200243.306383319,"6",
97064.0011543492,-194290.020528282,"6",
79960.3871601251,-210023.298427889,"6",
72773.2302157437,-218029.245403909,"6",
48937.3426280484,-202472.234802779,"6",
176259.192547818,-103944.500995627,"7",
186630.532948571,-103398.640974534,"7",
188131.648006575,-108538.82283982,"7",
193681.224887679,-112905.703008558,"7",
184947.464550203,-121912.39335658,"7",
173757.334117812,-116180.863135111,"7",
169572.407289438,-127461.970237685,"7",
176395.657553091,-125551.460163862,"7",
183309.884486926,-127552.946907867,"7",
181035.467732375,-134376.19717152,"7",
170937.057342168,-138379.17065953,"7",
161930.366994146,-124823.646802405,"7",
163567.947057423,-131282.990385331,"7",
158018.370176318,-139834.797382443,"7",
150831.213231937,-139834.797382443,"7",
106343.621512918,-106628.312765997,"7",
119444.262019132,-140926.517424627,"7",
127268.255654788,-142200.190807176,"7",
130998.299132251,-155391.807983572,"7",
122537.468805321,-157120.364717031,"7",
115532.265201304,-150388.09112356,"7",
113348.825116935,-142928.004168632,"7",
111802.22172384,-156665.481366121,"7",
100521.114621267,-144110.700880999,"7",
106161.668172554,-149933.207772649,"7",
102886.508046,-155118.877973026,"7",
97973.7678561697,-157393.294727577,"7",
91878.3309539728,-152025.671186836,"7",
84964.1040201375,-150842.97447447,"7",
86783.6374237784,-159030.874790854,"7",
78322.8070968484,-150570.044463924,"7",
72318.3468648335,-154209.111271205,"7",
70771.7434717388,-162215.058247225,"7",
74865.6936299307,-167764.63512833,"7",
80415.2705110353,-167127.798437056,"7",
73228.1135666539,-184231.41243128,"7",
80870.1538619455,-181593.088996,"7",
85146.0573605016,-177408.162167626,"7",
92060.2842943368,-176498.395465806,"7",
99247.4412387183,-177772.068848355,"7",
95153.4910805263,-167582.681787966,"7",
101885.764673998,-166127.055065053,"7",
118261.565306765,-170039.051882881,"7",
123538.212177324,-162215.058247225,"7",
134273.459258805,-164580.451671958,"7",
141551.592873368,-166036.078394871,"7",
116169.101892578,-178317.928869447,"7",
123993.095528234,-186323.875845467,"7",
131908.065834072,-184504.342441826,"7",
153651.49000758,-187597.549228015,"7",
131089.275802433,-192055.406066935,"7",
151377.073253029,-198150.842969132,"7",
145918.473042106,-205519.953253878,"7",
137002.759364266,-207885.346678611,"7",
116533.008573306,-199515.493021863,"7",
96700.094473621,-187961.455908743,"7",
108436.084927105,-192419.312747664,"7",
124675.420554599,-166627.426751054,"7",
111711.245053658,-216528.130345905,"7",
124266.02553878,-217437.897047725,"7",
97837.3028508966,-201335.026425504,"7",
105479.343146188,-211979.296836803,"7",
106934.969869101,-220713.057174279,"7",
98292.1862018068,-223351.380609558,"7",
88375.7291519641,-220167.197153187,"7",
82189.3155795852,-217528.873717907,"7",
62265.4248097178,-192510.289417845,"7",
65540.5849362713,-185232.155803282,"7",
67451.0950100942,-189962.942652748,"7",
79550.992144306,-190599.779344023,"7",
85646.4290465029,-188598.292600018,"7",
86192.2890675951,-190872.709354569,"7",
80824.6655268546,-195148.612853125,"7",
86465.2190781413,-206156.789945152,"7",
68724.7683926428,-210887.576794618,"7",
63084.2148413562,-205519.953253878,"7",
50165.527675506,-207885.346678611,"7",
55078.2678653364,-206702.649966244,"7",
66086.4449573636,-215891.293654631,"7",
58626.358002436,-220531.103833915,"7",
52985.8044511494,-216346.177005541,"7",
50256.5043456881,-223351.380609558,"7",
40067.1172852992,-223260.403939376,"7",
33334.843691828,-217073.990366997,"7",
39703.2106045711,-213161.993549169,"7",
32788.9836707358,-199060.609670953,"5",
106662.039858555,-198014.377963859,"7",
181945.234434195,-219803.290472458,"3",
131999.042504254,-247369.221537618,"3",
168753.617257799,-246186.524825251,"4",
189132.391378577,-190781.732684387,"4",
164932.597110153,-205247.023243331,"4",
217062.229124464,-221986.730556827,"4",
203233.775256794,-197604.98294804,"5",
216880.2757841,-210068.78676298,"5",
199503.73177933,-223260.403939376,"5",
181126.444402557,-230538.537553939,"5",
162840.133695966,-230993.42090485,"5",
140368.896161002,-224261.147311378,"5",
142734.289585735,-246550.431505979,"5",
119808.16869986,-250917.311674717,"5",
115441.288531122,-236633.974456136,"5",
199139.825098602,-204519.209881875,"6",
175212.960840724,-184686.29578219,"6",
143371.126277009,-213161.993549169,"6",
181126.444402557,-189326.105961474,"7",
185220.394560749,-185778.015824374,"7",
193499.271547315,-184959.225792736,"7",
186039.184592387,-203245.536499326,"7",
190315.088090944,-199697.446362227,"7",
195864.664972048,-194147.869481122,"7",
199867.638460058,-188416.339259653,"7",
207509.67875535,-188507.315929835,"7",
211603.628913542,-192510.289417845,"7",
213969.022338275,-197514.006277858,"7",
200322.521810968,-209340.973401523,"7",
211694.605583724,-203973.349860783,"7",
209329.212158991,-209159.020061159,"7",
214241.952348821,-216983.013696815,"7",
220974.225942292,-213616.876900079,"7",
223794.502717935,-205519.953253877,"7",
225341.10611103,-217437.897047725,"7",
218517.855847377,-225716.774034291,"7",
212422.41894518,-226171.657385201,"7",
209511.165499355,-221531.847205917,"7",
207145.772074621,-226717.517406294,"7",
204689.401979706,-218165.710409181,"7",
199685.685119694,-216164.223665177,"7",
193954.154898225,-222714.543918284,"7",
199139.825098602,-227263.377427386,"7",
191679.738143674,-226535.564065929,"7",
187585.787985482,-229628.770852119,"7",
180671.561051647,-227536.307437932,"7",
174485.147479268,-226444.587395747,"7",
173757.334117812,-218711.570430274,"7",
179033.98098837,-211615.390156074,"7",
185584.301241477,-212707.110198259,"7",
190951.924782218,-212616.133528077,"7",
172847.567415991,-198605.726320042,"7",
173848.310787994,-207157.533317154,"7",
172210.730724717,-213798.830240443,"7",
161748.413653782,-215163.480293174,"7",
158928.136878139,-209068.043390977,"7",
160656.693611597,-202062.83978696,"7",
163295.017046877,-196058.379554945,"7",
164750.643769789,-220713.057174279,"7",
168207.757236707,-228082.167459024,"7",
168116.780566525,-234541.511041949,"7",
157381.533485044,-236906.904466682,"7",
155652.976751585,-232085.140947034,"7",
159019.113548321,-223260.403939376,"7",
149830.469859934,-219985.243812822,"7",
146009.449712288,-235906.16109468,"7",
137548.619385358,-236906.904466682,"7",
135274.202630807,-229537.794181937,"7",
128450.952367154,-232903.930978672,"7",
121627.702103501,-228082.167459024,"7",
116987.891924217,-225261.890683381,"7",
109345.851628925,-228537.050809934,"7",
103796.27474782,-230811.467564485,"7",
109800.734979835,-240364.0179336,"7",
124993.838900236,-241910.621326695,"7",
135820.0626519,-242729.411358333,"7",
132635.879195528,-250735.358334353,"7",
125721.652261693,-249916.568302715,"7",
113985.661808209,-253737.58845036,"7",
110710.501681656,-258468.375299827,"7",
120354.028720952,-262653.302128201,"7",
134364.435928987,-257831.538608552,"7",
137002.759364266,-249825.591632533,"7",
142643.312915553,-256193.958545276,"7",
152195.863284667,-249188.754941258,"7",
150376.329881026,-241910.621326695,"7",
161202.55363269,-244730.898102338,"7",
160838.646951961,-249097.778271076,"7",
165933.340482156,-252281.961727448,"7",
175212.960840724,-252281.961727448,"7",
175849.797531999,-242729.411358333,"7",
171209.987352714,-237725.694498321,"7",
165751.387141792,-242092.574667059,"7",
127404.720660061,-253373.681769632,"7",
191907.179819129,-301773.270306479,"1",
155152.605065584,-267384.088977667,"3",
164750.643769789,-363046.057674085,"3",
122855.887150958,-315328.794163604,"3",
122173.562124593,-277300.546027509,"4",
215060.742380459,-322515.951107985,"4",
196319.548322958,-337163.195007294,"4",
170755.104001804,-336799.288326566,"4",
195136.851610592,-360635.175914261,"4",
152195.863284667,-320059.58101307,"4",
100248.18461072,-293403.416649731,"4",
135274.202630807,-272751.712518407,"5",
146191.403052652,-289036.536480993,"5",
201050.335172425,-302137.176987207,"5",
178670.074307642,-304502.57041194,"5",
185766.254581841,-319786.651002524,"5",
201869.125204063,-319877.627672706,"5",
195136.851610592,-290219.23319336,"5",
178943.004318188,-290037.279852996,"5",
211694.605583724,-303865.733720666,"5",
215970.50908228,-294950.020042826,"5",
197229.315024779,-283577.93627007,"5",
184219.651188747,-275571.989294051,"5",
168298.733906889,-278938.126090786,"5",
160565.716941415,-288490.676459901,"5",
163385.993717059,-306504.057155945,"5",
175667.844191634,-315783.677514514,"5",
179306.910998916,-330430.921413823,"5",
207327.725414986,-273388.549209682,"6",
190224.111420761,-384925.946852867,"5",
192225.598164766,-372098.236357199,"5",
180034.724360373,-373098.979729201,"5",
181945.234434195,-350900.672204783,"5",
162567.20368542,-344623.281962221,"5",
148829.726487932,-348444.302109867,"5",
135092.249290443,-331340.688115643,"5",
146009.449712288,-329248.224701456,"5",
117715.705285673,-335434.638273835,"5",
95881.3044419823,-314510.004131965,"5",
137548.619385358,-308960.42725086,"5",
156289.813442859,-311689.727356322,"5",
141460.616203186,-295222.950053372,"5",
120445.005391134,-302592.060338117,"5",
134728.342609715,-283577.93627007,"6",
159837.903579959,-276936.639346781,"6",
165569.433801428,-268020.925668941,"6",
183582.814497472,-295404.903393736,"6",
183218.907816744,-304138.663731212,"6",
188495.554687303,-311234.844005412,"6",
195227.828280774,-309870.193952681,"6",
195500.75829132,-294677.09003228,"6",
185857.231252023,-285397.469673711,"6",
202324.008554973,-322061.067757075,"6",
201505.218523335,-309597.263942135,"6",
206872.842064075,-330612.874754187,"6",
224340.362739028,-307595.77719813,"6",
163567.947057423,-321060.324385072,"6",
176031.750872363,-378557.579940124,"6",
180034.724360372,-361272.012605536,"6",
170937.057342168,-369823.819602648,"6",
171937.800714171,-356632.202426251,"6",
199139.825098602,-348717.232120414,"6",
137457.642715176,-348626.255450231,"6",
147010.193084291,-343076.678569127,"6",
165114.550450517,-329430.17804182,"6",
150922.189902119,-331977.524806918,"6",
115896.171882032,-324790.367862536,"6",
115623.241871486,-316602.467546152,"6",
90513.6809012417,-307868.707208676,"6",
127177.278984605,-291219.976565362,"6",
113348.825116935,-289855.326512631,"6",
111347.33837293,-273434.037544773,"7",
119808.16869986,-272979.154193862,"7",
115714.218541668,-280803.147829518,"7",
123356.258836959,-285624.911349167,"7",
128905.835718064,-282349.751222613,"7",
127086.302314423,-274707.710927321,"7",
131908.065834071,-274434.780916775,"7",
136274.94600281,-277800.917713511,"7",
140277.91949082,-279165.567766241,"7",
144280.892978829,-275526.50095896,"7",
144371.869649011,-267975.43733385,"7",
150467.306551208,-265064.183888025,"7",
150649.259891572,-271523.52747095,"7",
154925.163390128,-274798.687597503,"7",
162658.180355602,-272069.387492042,"7",
150740.236561754,-278528.731074967,"7",
148829.726487932,-285079.051328074,"7",
140732.80284173,-286716.631391351,"7",
192589.504845494,-292994.021633912,"7",
189860.204740033,-292812.068293548,"7",
187130.904634572,-294449.648356825,"7",
183400.861157108,-298907.505195745,"7",
185129.417890567,-307914.195543767,"7",
182945.977806198,-309551.775607044,"7",
186039.184592387,-311189.355670321,"7",
186494.067943298,-314646.469137238,"7",
190588.01810149,-311644.239021231,"7",
193226.341536769,-311371.309010685,"7",
198321.035066963,-308005.172213949,"7",
200868.381832061,-305366.84877867,"7",
200777.405161878,-298179.691834288,"7",
198230.058396781,-296269.181760466,"7",
193226.341536769,-286898.584731715,"7",
195955.64164223,-287262.491412443,"7",
203051.82191643,-294358.671686643,"7",
205144.285330617,-297815.78515356,"7",
207327.725414986,-303820.245385575,"7",
204962.331990252,-307823.218873585,"7",
206236.005372801,-312735.959063415,"7",
202960.845246248,-316375.025870697,"7",
199321.778438966,-314100.609116146,"7",
195682.711631684,-316375.025870697,"7",
193954.154898225,-322561.439443076,"7",
190224.111420761,-319286.279316523,"7",
181308.397742921,-313827.6791056,"7",
177214.447584729,-309915.682287772,"7",
174576.12414945,-307095.405512129,"7",
172574.637405445,-299362.388546655,"7",
174212.217468722,-295177.461718281,"7",
179943.747690191,-298270.668504471,"7",
177942.260946186,-292994.021633912,"7",
184765.511209839,-290082.768188087,"7",
173029.520756355,-289627.884837176,"7",
170755.104001804,-282531.704562977,"7",
174849.054159996,-285442.958008802,"7",
173120.497426537,-276709.197671326,"7",
172301.707394899,-269067.157376035,"7",
178306.167626914,-272069.387492042,"7",
178033.237616368,-276709.197671326,"7",
180853.514392011,-280894.1244997,"7",
184947.464550203,-280894.1244997,"7",
189041.414708395,-272797.200853498,"7",
195318.804950956,-277709.941043329,"7",
199594.708449512,-276982.127681872,"7",
206690.888723711,-277891.894383693,"7",
210602.885541539,-280348.264478608,"7",
204325.495298978,-286261.748040441,"7",
208601.398797534,-294813.555037553,"7",
210875.815552085,-289263.978156448,"7",
215606.602401551,-287080.538072079,"7",
221065.202612474,-291447.418240817,"7",
222793.759345933,-297815.78515356,"7",
215879.532412098,-302819.502013573,"7",
216516.369103372,-305639.778789216,"7",
210784.838881903,-308823.962245588,"7",
218608.832517559,-309096.892256134,"7",
219040.971700924,-315647.212509241,"7",
215060.742380459,-314441.771629329,"7",
210671.118044176,-316898.141724244,"7",
209465.677164264,-322243.021097439,"7",
210420.932201175,-327838.086313635,"7",
215743.067406825,-328270.225496999,"7",
221929.480979204,-324358.228679172,"7",
221997.71348184,-320241.534353434,"7",
199662.940952148,-326973.807946905,"7",
202142.055214609,-332295.943152555,"7",
201869.125204063,-340279.145961029,"7",
194590.9915895,-342348.865207671,"7",
188131.648006574,-337436.12501784,"7",
193749.457390316,-331113.246440188,"7",
181695.048591195,-335093.475760653,"7",
187676.764655664,-333524.128200013,"7",
188063.415503938,-327246.737957452,"7",
182104.443607014,-326700.877936359,"7",
175713.332526726,-326791.854606541,"7",
172438.172400172,-326268.738752995,"7",
170777.84816935,-322538.695275531,"7",
169094.779770982,-318854.140133158,"7",
178783.795145369,-318717.675127885,"7",
162703.668690693,-313827.6791056,"7",
169731.616462256,-310961.913994866,"7",
159792.415244868,-309301.589764044,"7",
169640.639792074,-303911.222055757,"7",
160247.298595778,-300090.201908112,"7",
164841.620439971,-298452.621844835,"7",
156653.720123588,-296451.13510083,"7",
154470.280039218,-288900.07147572,"7",
161111.576962508,-283668.912940253,"7",
168162.268901616,-289582.396502086,"7",
168071.292231434,-295632.345069191,"7",
193908.666563134,-388474.036989967,"7",
198548.476742418,-381696.275061404,"7",
188086.159671483,-381650.786726313,"7",
183173.419481653,-382878.971773771,"7",
192907.923191132,-379558.323312126,"7",
196546.989998413,-374873.024797751,"7",
197092.850019506,-368140.75120428,"7",
190360.576426034,-367549.402848097,"7",
186994.439629299,-374372.65311175,"7",
171755.847373807,-374463.629781932,"7",
183946.7211782,-368504.657885008,"7",
176486.634223273,-365547.916104092,"7",
187767.741325846,-361044.570930081,"7",
189223.368048759,-356313.784080614,"7",
195318.804950956,-354266.809001518,"7",
198957.871758238,-360180.292563351,"7",
199003.360093329,-364365.219391725,"7",
172984.032421264,-361226.524270445,"7",
163931.853738151,-355040.110698066,"7",
159519.485234322,-361499.454280991,"7",
157699.951830681,-365320.474428637,"7",
177578.354265457,-355222.06403843,"7",
184037.697848382,-354494.250676974,"7",
190042.158080397,-349717.975492416,"7",
189132.391378577,-343759.003595492,"7",
184083.186183474,-347079.652057137,"7",
175303.937510906,-350536.765524055,"7",
179079.469323461,-347170.628727319,"7",
181308.397742921,-341848.493521669,"7",
175531.379186361,-339756.030107483,"7",
173120.497426537,-345578.536999133,"7",
166206.270492702,-350855.183869692,"7",
165933.340482156,-346215.373690408,"7",
158382.276857046,-348717.232120414,"7",
163840.877067969,-341803.005186578,"7",
156562.743453405,-338345.891719661,"7",
152923.676646124,-344759.746967495,"7",
151104.143242483,-353220.577294425,"7",
151149.631577574,-359043.084186076,"7",
156608.231788496,-355358.529043703,"7",
140277.91949082,-352310.810592604,"7",
138412.897752088,-343349.608579673,"7",
138367.409416997,-336981.24166693,"7",
133636.622567531,-338345.891719661,"7",
130088.532430431,-335616.5916142,"7",
128178.022356608,-329612.131382185,"7",
131180.252472615,-324972.3212029,"7",
136456.899343174,-323243.764469442,"7",
141915.499554096,-321606.184406165,"7",
150376.329881026,-324699.391192354,"7",
158928.136878139,-327246.737957452,"7",
158564.23019741,-332250.454817464,"7",
158291.300186864,-320150.557683252,"7",
170027.290640348,-332113.989812191,"7",
122537.468805321,-342075.935197125,"7",
121536.725433319,-333069.244849102,"7",
111620.268383476,-334888.778252743,"7",
110983.431692202,-327610.64463818,"7",
114986.405180212,-312144.610707232,"7",
123447.235507142,-309506.287271953,"7",
129542.672409339,-315419.770833786,"7",
128268.99902679,-320605.441034163,"7",
122173.562124593,-325063.297873083,"7",
107253.388214738,-320696.417704345,"7",
106525.574853282,-312963.400738871,"7",
106070.691502371,-307777.730538494,"7",
97791.8145158055,-305139.407103215,"7",
89421.9608590575,-318694.93096034,"7",
93242.9810067034,-292311.696607547,"7",
96882.0478139851,-299225.923541382,"7",
107435.341555102,-300863.503604659,"7",
108618.038267469,-291947.789926819,"7",
104887.994790005,-285579.423014076,"7",
113166.871776571,-298680.06352029,"7",
111893.198394022,-304866.477092669,"7",
125721.652261693,-301955.223646844,"7",
120172.075380588,-294950.020042826,"7",
134819.319279897,-292948.533298821,"7",
149193.63316866,-296405.646765739,"7",
150649.259891573,-302319.130327572,"7",
155471.023411221,-307231.870517402,"7",
145008.706340286,-312235.587377415,"7",
145372.613021014,-304320.617071577,"7",
140732.80284173,-302683.0370083,"7",
135274.202630807,-302137.176987208,"7",
132362.949184982,-310325.077303592,"7",
137002.759364266,-314782.934142512,"7",
140914.756182094,-329612.131382185,"7",
145645.54303156,-333979.011550923,"7",
79505.5038092148,-260560.838714014,"3",
37929.1655360211,-274116.362571138,"3",
30651.0319214576,-299999.22523793,"2",
55169.2445355181,-238271.554519413,"4",
99838.7895949013,-245822.618144523,"4",
69361.6050839169,-291583.88324609,"4",
65540.5849362711,-334888.778252743,"4",
62902.2615009918,-229173.887501209,"5",
79005.1321232135,-232267.094287398,"5",
98838.0462228989,-262016.465436926,"5",
56260.9645777027,-265109.672223116,"5",
42705.4407205783,-257376.655257642,"5",
62902.2615009918,-275753.942634415,"5",
95835.8161068915,-276208.825985325,"5",
53349.7111318773,-289127.513151175,"5",
50529.434356234,-300681.550264295,"5",
78459.2721021212,-311598.75068614,"5",
46617.4375384061,-317330.280907609,"5",
37610.7471903838,-322243.021097439,"5",
85328.0107008655,-226035.192379928,"6",
108481.573262195,-248278.988239438,"6",
90832.0992468791,-260378.88537365,"6",
67815.0016908222,-264290.882191477,"6",
107480.829890193,-279574.962782061,"6",
89194.5191836023,-284487.702971891,"6",
49255.7609736854,-276026.872644961,"6",
38520.5138922043,-283486.959599888,"6",
78641.2254424853,-283850.866280617,"6",
66541.3283082736,-305594.290454125,"6",
30514.5669161845,-290765.093214452,"6",
64175.9348835405,-344987.18864295,"6",
72272.8585297423,-224534.077321925,"7",
90650.1459065151,-228991.934160845,"7",
69088.6750733708,-231175.374245214,"7",
62447.3781500817,-234541.511041949,"7",
71726.9985086501,-240636.947944146,"7",
82007.3622392209,-241182.807965238,"7",
94107.2593734327,-237634.717828139,"7",
103386.879732001,-236270.067775408,"7",
94653.119394525,-249552.661621986,"7",
102568.089700363,-250735.358334353,"7",
85009.5923552283,-247369.221537617,"7",
85737.4057166847,-253737.58845036,"7",
77913.412081029,-253919.541790724,"7",
71363.0918279219,-257285.67858746,"7",
74729.2286246575,-261743.53542638,"7",
77276.5753897547,-267566.042318031,"7",
83553.9656323157,-267020.182296939,"7",
85464.4757061386,-263563.068830021,"7",
84372.7556639541,-260287.908703468,"7",
96927.536149076,-255466.145183819,"7",
105661.296486552,-255284.191843455,"7",
103932.739753093,-263017.208808929,"7",
88921.5891730562,-272569.759178043,"7",
93379.4460119763,-269658.505732218,"7",
102204.183019635,-272751.712518407,"7",
96381.6761279838,-283214.029589342,"7",
69270.6284137349,-268657.762360215,"7",
62902.2615009918,-265473.578903844,"7",
65358.631595907,-258013.491948916,"7",
59991.0080551665,-253646.611780178,"7",
58444.4046620717,-259924.002022739,"7",
49437.7143140495,-267566.042318031,"7",
55351.1978758823,-271932.922486769,"7",
62811.2848308098,-271296.085795495,"7",
70453.3251261014,-272751.712518407,"7",
75184.1119755677,-273843.432560592,"7",
56715.8479286129,-277027.616016963,"7",
62629.3314904457,-284214.772961345,"7",
73000.6718911987,-283305.006259524,"7",
78914.1554530314,-293039.509969003,"7",
74547.2752842934,-299589.83022211,"7",
88102.7991414178,-292948.533298821,"7",
62538.3548202637,-291219.976565362,"7",
45525.7174962216,-294495.136691916,"7",
57352.6846198872,-303865.733720666,"7",
53895.5711529696,-307686.753868312,"7",
57989.5213111615,-311507.774015958,"7",
36519.0271481993,-295404.903393736,"7",
36791.9571587454,-299680.806892292,"7",
40431.0239660272,-311143.86733523,"7",
54896.314524972,-323789.624490534,"7",
63721.0515326302,-315328.794163604,"7",
72363.8351999243,-311234.844005412,"7",
78732.2021126674,-320332.511023616,"7",
84372.755663954,-310052.147293045,"7",
80824.6655268543,-304411.593741758,"7",
86556.1957483231,-300954.480274841,"7",
65995.4682871813,-323243.764469441,"7",
70635.2784664655,-323880.601160716,"7",
74274.3452737472,-331431.664785825,"7",
83372.0122919515,-333615.104870194,"7",
73455.5552421088,-337709.055028386,"7",
69361.6050839169,-344805.235302585,"7",
59263.1946937101,-339710.541772391,"7",
55442.1745460643,-337345.148347658,"7",
49801.6209947776,-334524.871572015,"7",
53076.7811213312,-331704.594796371,"7",
73455.5552421088,-232812.95430849,"7",
45070.8341453113,-280393.752813699,"7",
210921.303887176,-259196.188661283,"3",
237304.538239969,-289218.489821357,"3",
282247.013309898,-261925.488766744,"3",
280745.898251894,-326473.436260904,"3",
197502.245035325,-264609.300537115,"4",
246083.786912536,-255420.656848728,"4",
261094.937492573,-276527.244330962,"4",
234802.679809963,-312281.075712505,"4",
265552.794331493,-299726.295227383,"4",
242626.673445618,-329748.596387457,"4",
186403.091273116,-257058.236912005,"5",
193044.388196405,-238317.042854504,"5",
204507.448639342,-240773.412949419,"5",
230617.752981589,-239681.692907235,"5",
247721.366975813,-238317.042854504,"5",
230344.822971042,-265337.113898571,"5",
260912.984152209,-253692.100115269,"5",
271193.34788278,-243320.759714516,"5",
292754.818715924,-252964.286753813,"5",
225886.966132122,-278255.801064421,"5",
241443.976733252,-268521.297354942,"5",
275742.181391882,-279802.404457516,"5",
285749.615111907,-275253.570948414,"5",
251633.36379364,-286898.584731715,"5",
284566.91839954,-296178.205090283,"5",
248904.063688179,-300363.131918657,"5",
275560.228051518,-309005.915585952,"5",
255272.430600922,-317648.699253246,"5",
256728.057323835,-330567.386419096,"5",
274468.508009333,-341666.540181305,"5",
283293.245016991,-341029.703490031,"5",
